City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,basco,20.4487,121.9702,27.28,78,0,2.72,PH,1712582513
294,pimentel,-6.8367,-79.9342,23.16,78,75,2.06,PE,1712582513
295,mount gambier,-37.8333,140.7667,11.93,63,100,3.72,AU,1712582513
296,sao jose da coroa grande,-8.8978,-35.1478,29.94,65,61,3.19,BR,1712582375
297,polyarnyy,69.1989,33.4478,-2.84,80,100,7.57,RU,1712582515
298,houlton,46.1262,-67.8403,7.62,49,0,2.06,US,1712582478
299,antofagasta,-23.65,-70.4,19.81,73,16,3.74,CL,1712581916
300,williams lake,52.1415,-122.1445,3.36,67,100,7.2,CA,1712582516
301,rouyn-noranda,48.2398,-79.0288,4.05,56,20,0.0,CA,1712582459
302,atafu village,-8.5421,-172.5159,29.65,74,5,3.93,TK,1712582516
303,mooloolaba,-26.6833,153.1167,23.36,96,11,0.63,AU,1712582404
304,labrador city,52.9463,-66.9114,-1.05,69,75,3.6,CA,1712582517
305,kapoeta,4.7717,33.5903,28.79,51,71,3.15,SS,1712582518
306,dellys,36.9172,3.9131,20.19,69,100,4.33,DZ,1712582518
307,mungwi,-10.1732,31.3694,22.36,82,100,2.02,ZM,1712582519
308,qaqortoq,60.7167,-46.0333,-2.25,91,100,1.19,GL,1712582519
309,bodaybo,57.8506,114.1933,-1.54,98,100,0.34,RU,1712582520
310,amga,60.8953,131.9608,-13.77,99,81,0.7,RU,1712582520
311,saint-philippe,-21.3585,55.7679,27.77,87,65,2.64,RE,1712582520
312,sittwe,20.15,92.9,28.75,71,1,7.17,MM,1712582521
313,gorno-altaysk,51.9561,85.955,14.17,58,100,1.79,RU,1712582521
314,khenifra,32.9333,-5.6667,15.29,73,100,1.62,MA,1712582522
315,kununurra,-15.7667,128.7333,21.99,83,100,0.0,AU,1712582523
316,petropavlovsk-kamchatsky,53.0452,158.6483,2.65,82,75,0.89,RU,1712582523
317,kuala pilah,2.7389,102.2487,25.78,91,98,0.77,MY,1712582523
318,cherlak,54.155,74.8055,9.63,77,100,1.84,RU,1712582524
319,viana do castelo,41.6932,-8.8329,11.74,77,100,7.89,PT,1712582495
320,alba posse,-27.5698,-54.6826,23.37,87,99,1.82,AR,1712582525
321,badger,64.8,-147.5333,-2.86,84,100,0.0,US,1712582525
322,zabid,14.1951,43.3152,33.69,45,92,5.62,YE,1712582525
323,le port,-20.9373,55.2919,28.0,78,18,2.57,RE,1712582526
324,sola,-13.8833,167.55,27.48,75,100,6.28,VU,1712582526
325,talnakh,69.4865,88.3972,-7.66,90,100,6.29,RU,1712582527
326,bubaque,11.2833,-15.8333,26.49,54,100,3.0,GW,1712582527
327,isangel,-19.55,169.2667,24.63,90,100,3.22,VU,1712582528
328,luba,3.4568,8.5547,29.94,82,100,4.0,GQ,1712582297
329,kyakhta,50.3508,106.4494,5.13,81,100,7.06,RU,1712582528
330,queenstown,-31.8976,26.8753,15.89,88,100,1.63,ZA,1712582529
331,bairnsdale,-37.8333,147.6167,14.47,88,100,2.48,AU,1712582529
332,kyshtovka,56.555,76.6271,1.3,99,100,3.58,RU,1712582529
333,lorengau,-2.0226,147.2712,27.89,81,100,4.01,PG,1712582530
334,ugoofaaru,5.6667,73.0,29.38,69,8,0.71,MV,1712582530
335,mirny,62.5353,113.9611,-5.43,95,100,4.92,RU,1712582530
336,novovyazniki,56.1975,42.1711,14.28,65,100,5.4,RU,1712582531
337,okha,53.5739,142.9478,-4.86,94,27,1.79,RU,1712582531
338,mindif,10.3976,14.4363,40.19,19,17,3.38,CM,1712582532
339,kirensk,57.7853,108.1119,-5.02,88,100,4.02,RU,1712582532
340,petukhovo,55.0692,67.9019,4.23,92,100,2.18,RU,1712582532
341,udomlya,57.8794,34.9925,14.97,59,97,4.41,RU,1712582533
342,mahebourg,-20.4081,57.7,27.16,78,75,1.54,MU,1712582533
343,bosaso,11.2842,49.1816,28.99,74,0,4.63,SO,1712582534
344,vel'sk,61.0701,42.0983,7.37,87,98,5.36,RU,1712582534
345,caibarien,22.5206,-79.4669,22.62,59,2,7.24,CU,1712582535
346,piacabucu,-10.4056,-36.4344,29.64,70,89,2.77,BR,1712582535
347,aasiaat,68.7098,-52.8699,-8.27,94,96,3.03,GL,1712582535
348,ungheni,47.2042,27.7958,25.15,36,0,3.6,MD,1712582536
349,sao vicente,-23.9631,-46.3919,28.48,26,100,1.41,BR,1712582378
350,greymouth,-42.4667,171.2,10.01,88,21,2.86,NZ,1712582537
351,morehead city,34.7229,-76.726,18.0,72,0,1.54,US,1712582537
352,rizokarpaso,35.6,34.375,18.75,53,45,3.57,CY,1712582539
353,george,-33.963,22.4617,16.75,100,100,2.06,ZA,1712582539
354,soure,-0.7167,-48.5233,27.05,85,100,2.32,BR,1712582540
355,debark',13.1561,37.8981,22.43,25,87,3.18,ET,1712582540
356,roma,43.2128,-75.4557,10.05,57,100,0.45,US,1712582428
357,tucuma,-0.1833,-50.05,27.48,80,57,2.5,BR,1712582541
358,greenville,35.6127,-77.3663,14.52,79,0,1.54,US,1712582509
359,laojunmiao,39.8333,97.7333,9.04,12,100,3.46,CN,1712582542
360,bardai,11.65,7.2333,37.97,7,100,3.25,NG,1712582542
361,macau,22.2006,113.5461,22.85,83,40,4.63,MO,1712582526
362,kazimierza wielka,50.2656,20.4936,27.47,42,100,2.85,PL,1712582543
363,muromtsevo,56.3724,75.2418,1.95,99,100,3.05,RU,1712582543
364,pearsall,28.8922,-99.095,22.66,97,100,2.69,US,1712582544
365,san antonio de pale,-1.4014,5.6325,27.67,76,100,0.83,GQ,1712582544
366,tanjung pandan,-2.75,107.65,27.89,77,100,2.23,ID,1712582544
367,luganville,-15.5333,167.1667,25.6,84,100,1.58,VU,1712582545
368,rongelap,11.1635,166.8941,27.08,80,64,9.93,MH,1712582477
369,mabaruma,8.2,-59.7833,30.88,54,78,2.21,GY,1712582546
370,poronaysk,49.2167,143.1167,-0.07,99,100,0.7,RU,1712582546
371,tongeren,50.7805,5.4648,19.01,72,100,4.63,BE,1712582546
372,flying fish cove,-10.4217,105.6791,26.82,78,100,3.09,CX,1712582289
373,tura,25.5198,90.2201,26.13,30,100,1.45,IN,1712582547
374,yazykovo,55.2199,56.1353,5.53,70,100,4.71,RU,1712582547
375,saudarkrokur,65.7461,-19.6394,-0.58,84,76,8.0,IS,1712582548
376,haiku-pauwela,20.9219,-156.3051,21.69,80,0,5.14,US,1712582548
377,yemva,62.59,50.8594,0.55,100,100,1.75,RU,1712582549
378,adrar,20.5022,-10.0711,30.75,22,0,6.64,MR,1712582549
379,lushun,38.8,121.2667,10.12,35,0,9.18,CN,1712582549
380,pozos de gamboa,22.95,-102.5667,15.49,35,75,3.89,MX,1712582550
381,east london,-33.0153,27.9116,21.52,83,0,1.54,ZA,1712582477
382,touros,-5.1989,-35.4608,30.84,67,100,5.22,BR,1712582267
383,playa del ingles,27.7567,-15.5787,22.86,63,7,2.68,ES,1712582551
384,chateau-du-loir,47.6949,0.4185,22.31,77,95,7.03,FR,1712582551
385,surab,28.4914,66.2585,23.41,10,98,6.12,PK,1712582552
386,tinde,-3.8833,33.2,24.59,74,48,3.26,TZ,1712582552
387,kingston,17.997,-76.7936,29.53,72,20,1.54,JM,1712582474
388,howrah,22.5892,88.3103,28.0,54,40,3.09,IN,1712582553
389,khorramabad,33.4878,48.3558,21.53,31,3,6.52,IR,1712582279
390,carsamba,41.1989,36.7219,17.61,82,75,3.6,TR,1712582554
391,imam qasim,32.298,44.6828,35.03,15,0,5.19,IQ,1712582554
392,gazojak,41.1875,61.4036,20.53,42,100,8.93,TM,1712582554
393,st. john's,47.5649,-52.7093,-0.02,95,100,9.77,CA,1712582555
394,huangmei,30.1924,116.025,13.57,95,100,2.7,CN,1712582555
395,floro,61.5996,5.0328,10.04,76,75,11.83,NO,1712582555
396,fortuna,40.5982,-124.1573,8.85,90,100,3.09,US,1712582556
397,akrehamn,59.2667,5.1833,11.14,66,20,7.72,NO,1712582556
398,tombodu,8.1333,-10.6167,37.08,39,65,0.53,SL,1712582556
399,dhidhdhoo,6.8833,73.1,29.48,70,0,1.55,MV,1712582479
400,beyneu,45.3167,55.2,17.4,35,5,6.17,KZ,1712582557
401,zakamensk,50.3741,103.2863,5.72,87,100,1.54,RU,1712582557
402,ghanzi,-21.5667,21.7833,29.89,28,100,6.42,BW,1712582473
403,el jadid,33.2549,-8.506,18.53,62,50,5.62,MA,1712582295
404,port-vila,-17.7338,168.3219,24.35,87,100,3.0,VU,1712582559
405,hilo,19.7297,-155.09,21.25,94,100,1.34,US,1712582328
406,oskarshamn,57.2645,16.4484,14.73,62,69,2.94,SE,1712582560
407,kendari,-3.945,122.4989,25.11,94,91,0.41,ID,1712582560
408,balotra,25.8333,72.2333,36.76,8,1,1.7,IN,1712582561
409,medina,24.4686,39.6142,33.24,6,0,7.72,SA,1712582368
410,mhamid,29.82,-5.72,33.44,9,0,1.57,MA,1712582561
411,nadym,65.5333,72.5167,-5.02,94,84,5.86,RU,1712582562
412,kayyerkan,69.3786,87.7439,-7.61,95,100,8.92,RU,1712582562
413,coquimbo,-29.9533,-71.3436,16.05,82,0,1.84,CL,1712582274
414,guazacapan,14.0742,-90.4167,25.27,67,13,0.71,GT,1712582563
415,vilhena,-12.7406,-60.1458,24.12,88,75,3.6,BR,1712582527
416,fort bragg,35.139,-79.006,15.46,70,0,3.6,US,1712582564
417,kuytun,54.3419,101.5036,-3.47,85,12,2.09,RU,1712582564
418,parham,17.0968,-61.7705,30.02,73,40,2.06,AG,1712582564
419,chigorodo,7.6664,-76.6811,25.89,100,40,1.03,CO,1712582565
420,shahrak,34.1074,64.3052,16.12,21,100,3.26,AF,1712582565
421,carbonear,47.7332,-53.2148,0.62,89,100,8.95,CA,1712582565
422,lubuklinggau,-3.3,102.8667,23.24,98,100,1.56,ID,1712582566
423,gamba,-2.65,10.0,25.72,87,100,1.38,GA,1712582566
424,palapag,12.5458,125.1147,25.19,90,69,1.92,PH,1712582567
425,el calafate,-50.3408,-72.2768,1.85,89,100,0.84,AR,1712582285
426,nagqu,31.5,92.0,3.18,16,100,5.18,CN,1712582567
427,hanceville,34.0607,-86.7675,17.51,85,100,2.17,US,1712582568
428,blandford forum,50.8607,-2.1617,15.32,75,100,7.43,GB,1712582568
429,zouerate,22.7187,-12.4521,26.3,17,0,8.8,MR,1712582479
430,amahai,-3.3333,128.9167,26.02,86,100,2.68,ID,1712582569
431,ojinaga,29.5667,-104.4167,12.53,22,0,3.6,MX,1712582569
432,karakol,42.4907,78.3936,7.49,61,100,0.84,KG,1712582570
433,yangiyer,40.275,68.8225,24.22,29,100,2.93,UZ,1712582570
434,yanchep,-31.55,115.6833,23.49,36,0,5.76,AU,1712582570
435,callao,-12.0667,-77.15,22.16,83,20,2.57,PE,1712582206
436,kingsville,27.5159,-97.8561,23.23,96,100,2.57,US,1712582571
437,semirara,12.0697,121.3986,27.94,78,71,7.49,PH,1712582572
438,changde,29.0464,111.6783,17.79,74,21,2.71,CN,1712582572
439,usogorsk,63.4106,48.6872,-0.19,94,100,3.26,RU,1712582572
440,george town,5.4112,100.3354,26.96,88,20,1.54,MY,1712582480
441,haverfordwest,51.8017,-4.9691,11.14,95,100,3.58,GB,1712582573
442,quincy,42.2529,-71.0023,11.42,57,20,5.14,US,1712582357
443,praia da vitoria,38.7333,-27.0667,17.09,94,75,5.08,PT,1712582574
444,nago,26.5881,127.9761,22.47,92,60,2.0,JP,1712582574
445,buka,40.8108,69.1986,22.43,32,100,2.36,UZ,1712582574
446,den burg,53.0542,4.7972,17.75,76,75,3.6,NL,1712582575
447,griffith,41.5284,-87.4237,11.86,86,100,3.6,US,1712582355
448,xining,36.6167,101.7667,6.76,61,4,4.85,CN,1712582576
449,lockwood,45.8191,-108.4149,4.94,76,100,6.17,US,1712582576
450,zhangye,38.9342,100.4517,14.34,17,93,3.11,CN,1712582435
451,raton,36.9034,-104.4391,-2.66,59,0,2.57,US,1712582372
452,aberdeen,57.1437,-2.0981,15.3,69,40,6.17,GB,1712582369
453,sydney mines,46.2367,-60.2177,5.45,80,75,7.2,CA,1712582578
454,barranca,-10.75,-77.7667,21.91,83,79,1.32,PE,1712582578
455,san luis de la loma,17.2706,-100.8939,24.3,58,5,1.73,MX,1712582578
456,alexandria,31.2156,29.9553,18.73,63,2,7.78,EG,1712582326
457,cananeia,-25.0147,-47.9267,23.27,92,100,1.99,BR,1712582579
458,island harbour,50.724,-1.2758,16.04,80,93,5.81,GB,1712582579
459,kotlas,61.2611,46.6556,6.7,84,100,5.36,RU,1712582580
460,vernon,50.2581,-119.2691,5.89,65,100,2.06,CA,1712582580
461,oranjemund,-28.55,16.4333,17.56,74,45,5.68,NA,1712582581
462,melekeok village,7.4957,134.6367,27.31,83,40,1.54,PW,1712582581
463,shimoda,34.6667,138.95,16.17,91,100,2.68,JP,1712582581
464,novi pazar,43.1367,20.5122,22.71,29,7,3.0,RS,1712582582
465,kathmandu,27.7167,85.3167,22.12,21,20,4.12,NP,1712581945
466,juegang,32.3174,121.1855,9.21,78,3,2.34,CN,1712582582
467,corum,40.5,34.75,15.54,40,57,4.59,TR,1712582583
468,rayon,19.1444,-99.5836,14.32,41,0,1.19,MX,1712582583
469,fianarantsoa,-21.4333,47.0833,21.84,76,49,3.89,MG,1712582584
470,aliwal north,-30.6937,26.7114,15.12,92,98,2.96,ZA,1712582584
471,khanty-mansiysk,61.0042,69.0019,0.06,80,75,4.02,RU,1712582585
472,kovur,14.4833,79.9833,28.46,74,5,6.52,IN,1712582585
473,conception bay south,47.4999,-52.9981,-0.15,95,100,6.69,CA,1712582586
474,naze,28.3667,129.4833,20.51,95,100,3.47,JP,1712582587
475,aoulef,26.9667,1.0833,39.23,4,1,3.42,DZ,1712582587
476,magistral'nyy,56.1725,107.4458,-5.91,87,36,2.22,RU,1712582588
477,lospalos,-8.5186,127.0025,23.17,93,100,0.81,TL,1712582589
478,el abiodh sidi cheikh,32.893,0.5484,30.21,9,98,6.9,DZ,1712582589
479,nyurba,63.2842,118.3319,-6.21,95,100,3.49,RU,1712582590
480,ust-tsilma,65.441,52.1498,-4.66,90,100,1.34,RU,1712582590
481,puerto baquerizo moreno,-0.9,-89.6,24.94,85,43,3.02,EC,1712582495
482,sabang,5.8933,95.3214,29.78,73,100,5.14,ID,1712582591
483,port-cartier,50.0334,-66.8654,8.12,75,100,3.35,CA,1712582591
484,salima,-13.7804,34.4587,29.67,58,31,3.88,MW,1712582591
485,alagir,43.0422,44.2222,16.3,70,100,0.87,RU,1712582592
486,yoko,5.5333,12.3167,31.91,37,95,2.07,CM,1712582592
487,ratnagiri,16.9833,73.3,28.08,73,100,5.98,IN,1712582593
488,glace bay,46.1969,-59.957,4.59,80,75,7.2,CA,1712582593
489,urumqi,43.801,87.6005,16.53,32,0,2.0,CN,1712582593
490,jalai nur,49.45,117.7,-0.98,36,1,3.33,CN,1712582594
491,tual,-5.6667,132.75,27.29,85,100,2.32,ID,1712582594
492,fortaleza,-3.7227,-38.5247,30.6,87,75,5.66,BR,1712582391
493,conceicao do araguaia,-8.2578,-49.2647,28.24,82,8,1.22,BR,1712582587
494,tayu,-6.5397,111.0518,27.03,87,87,2.55,ID,1712582595
495,saipan,15.1355,145.701,27.39,83,40,7.72,MP,1712582596
496,kittila,67.6647,24.8936,0.34,100,100,2.57,FI,1712582596
497,manokwari,-0.8667,134.0833,25.33,86,100,5.76,ID,1712582596
498,broken hill,-31.95,141.4333,16.96,46,3,6.62,AU,1712582311
499,happy valley-goose bay,53.3168,-60.3315,0.17,69,100,4.12,CA,1712582597
500,san juan de miraflores,-12.1629,-76.9635,21.29,86,67,1.65,PE,1712582598
501,korostyshiv,50.3172,29.0563,20.98,39,100,3.51,UA,1712582341
502,isla mujeres,21.2311,-86.731,24.03,62,100,6.44,MX,1712582598
503,stephenville,32.2207,-98.2023,15.43,82,0,0.0,US,1712582599
504,rakszawa,50.1605,22.2391,25.12,36,0,6.69,PL,1712582599
505,maun,-19.9833,23.4167,27.63,51,100,4.18,BW,1712582516
506,marka,1.7159,44.7717,30.92,64,86,5.34,SO,1712582600
507,magadan,59.5667,150.8,-3.04,95,100,4.07,RU,1712582600
508,alofi,-19.0595,-169.9187,24.94,100,75,6.17,NU,1712582600
509,leirvik,59.7798,5.5005,12.02,71,20,7.2,NO,1712582601
510,pacific grove,36.6177,-121.9166,9.12,84,40,3.09,US,1712582601
511,levuka,50.1834,-105.4011,2.85,93,75,3.6,CA,1712582601
512,cidreira,-30.1811,-50.2056,21.26,91,95,1.33,BR,1712582602
513,gadzhiyevo,69.2551,33.3362,-2.68,80,100,7.56,RU,1712582602
514,labytnangi,66.6572,66.4183,-8.12,86,34,4.61,RU,1712582603
515,berezovyy,51.6667,135.7,-3.16,77,86,2.51,RU,1712582603
516,manta,-0.95,-80.7333,27.88,86,20,3.6,EC,1712582406
517,las choapas,17.9333,-94.0833,24.42,81,46,0.55,MX,1712582604
518,taranagar,28.6709,75.0351,34.58,7,0,2.91,IN,1712582604
519,wynyard,-41.0,145.7167,9.34,76,6,3.55,AU,1712582604
520,kodinsk,58.6881,99.1844,-4.76,93,24,0.57,RU,1712582605
521,hebi,35.8992,114.1925,15.49,68,100,5.41,CN,1712582605
522,acajutla,13.5928,-89.8275,28.51,69,46,0.91,SV,1712582605
523,patani,5.2272,6.1924,30.26,70,100,3.28,NG,1712582535
524,najran,17.4924,44.1277,35.36,26,90,2.73,SA,1712582606
525,brisas de zicatela,15.8369,-97.0419,26.29,83,40,1.54,MX,1712582607
526,siwa oasis,29.2041,25.5195,26.18,30,0,5.65,EG,1712582607
527,metlika,45.6472,15.3142,27.86,37,100,1.95,SI,1712582607
528,zabol,32.25,67.25,19.75,19,100,6.46,AF,1712582608
529,corpus christi,27.8006,-97.3964,23.32,95,100,2.06,US,1712582234
530,maba,24.6841,113.5984,16.66,23,97,1.55,CN,1712582608
531,wahpeton,46.2652,-96.6059,4.4,100,100,3.09,US,1712582519
532,wau,7.7029,27.9953,37.64,23,51,2.31,SS,1712582609
533,st. paul,44.9444,-93.0933,8.15,96,100,3.09,US,1712582518
534,ihosy,-22.4,46.1167,26.37,63,50,4.53,MG,1712582610
535,kenai,60.5544,-151.2583,-1.03,93,20,0.0,US,1712582312
536,egilsstadir,65.2653,-14.3948,-0.05,100,100,10.29,IS,1712582611
537,mugia,43.1041,-9.2179,13.28,65,4,10.51,ES,1712582611
538,salekhard,66.53,66.6019,-8.11,86,77,4.92,RU,1712582395
539,carnarvon,-24.8667,113.6333,26.81,55,0,4.27,AU,1712582612
540,tindouf,27.6711,-8.1474,33.25,18,0,1.54,DZ,1712582612
541,hotan,37.0997,79.9269,19.85,11,0,4.05,CN,1712582613
542,hasaki,35.7333,140.8333,17.94,97,100,4.09,JP,1712582613
543,jining,35.405,116.5814,19.93,43,100,2.39,CN,1712582613
544,mo i rana,66.3128,14.1428,6.26,93,75,0.51,NO,1712582614
545,kropyvnytskyi,48.5132,32.2597,21.51,38,21,1.63,UA,1712582614
546,lisala,2.15,21.5167,36.46,28,41,2.13,CD,1712582615
547,kamaishi,39.2667,141.8833,12.59,98,100,2.48,JP,1712582615
548,puerto quijarro,-17.7833,-57.7667,31.28,58,99,1.92,BO,1712582616
549,vangaindrano,-23.35,47.6,24.4,89,100,3.62,MG,1712582616
550,tirebolu,41.0069,38.8139,12.92,67,100,1.43,TR,1712582616
551,hobyo,5.3505,48.5268,30.43,65,100,5.96,SO,1712582617
552,nangong,37.3581,115.3744,12.42,27,60,4.42,CN,1712582617
553,kirakira,-10.4544,161.9205,27.03,85,99,2.98,SB,1712582618
554,rockland,41.1668,-74.0496,11.99,52,100,1.04,US,1712582618
555,yung shue wan,22.2333,114.1167,24.62,90,66,5.1,HK,1712582618
556,xai-xai,-25.0519,33.6442,24.73,67,100,3.78,MZ,1712582619
557,palmer,42.1584,-72.3287,12.23,63,20,0.0,US,1712582619
558,boa vista,2.8197,-60.6733,28.99,58,100,8.23,BR,1712582619
559,toliara,-23.35,43.6667,31.4,52,12,8.22,MG,1712582581
560,kharp,66.8014,65.8081,-8.49,80,17,4.91,RU,1712582620
561,esmeraldas,-19.7625,-44.3139,25.41,73,99,2.52,BR,1712582620
562,higuera de zaragoza,25.95,-109.2833,14.63,74,100,1.37,MX,1712582621
563,rach gia,10.0167,105.0833,30.8,69,4,6.08,VN,1712582621
564,tsumeb,-19.2333,17.7167,29.57,31,95,5.64,NA,1712582622
565,warrnambool,-38.3833,142.4833,13.81,58,100,7.72,AU,1712582552
566,inirida,3.8653,-67.9239,25.71,86,87,1.48,CO,1712582623
567,mili,6.0815,171.735,27.83,84,99,10.25,MH,1712582623
568,maceio,-9.6658,-35.7353,28.69,83,40,3.6,BR,1712582582
569,mumford,5.2618,-0.759,30.41,71,100,7.31,GH,1712582624
570,westport,41.1415,-73.3579,12.07,49,0,2.57,US,1712582564
571,afaahiti,-17.75,-149.2833,25.93,85,100,3.82,PF,1712582625
572,sanctuary point,-35.1114,150.629,19.3,81,28,1.83,AU,1712582625
573,nagod,24.5667,80.6,33.18,6,5,4.33,IN,1712582626
574,colonia menno,-22.3667,-59.8167,25.78,85,96,2.39,PY,1712582626
575,palasa,18.7667,84.4167,27.19,61,20,1.88,IN,1712582626
576,pekanbaru,0.5333,101.45,26.03,95,100,1.12,ID,1712582627
577,flores costa cuca,14.65,-91.8167,28.4,92,20,0.0,GT,1712582627
578,burang,30.25,81.1667,-8.26,67,38,2.21,CN,1712582628
579,malmberget,67.1753,20.6549,1.31,87,20,1.54,SE,1712582628
580,dali,25.7,100.1833,18.33,46,2,3.35,CN,1712582629
581,freeport,40.6576,-73.5832,12.23,48,0,3.09,US,1712582629
582,asosa,10.0667,34.5333,30.69,25,98,3.81,ET,1712582630
583,timbuktu,16.7735,-3.0074,41.41,6,71,2.62,ML,1712582630
584,bathurst,-33.4166,149.5806,10.54,95,30,0.97,AU,1712582630
585,koungou,-12.7336,45.2042,31.84,70,0,2.06,YT,1712582631
586,dohar,23.5883,90.1469,26.99,28,100,4.08,BD,1712582631
587,sinabang,2.4803,96.3801,27.89,82,100,1.73,ID,1712582632
